cath,model,development,evaluation,threshold,n,positives,positive_fraction,auc,auc_from_logits,average_precision,brier,ece,bce,ordinal_violation_fraction,world_size,optimizer_batch
3.30.565.10,deepdta,composite,validation,Weak+,21557,19348,0.8975274852716055,0.9478789665784522,0.947866963695514,0.9928750944297949,0.047497763385628555,0.025996496495561794,0.1768466150037018,0.0,8,65536
3.30.565.10,deepdta,composite,validation,High,21557,10764,0.499327364661131,0.9403624730895022,0.9403624730895023,0.9402244068210277,0.0974339730851103,0.034806574201839344,0.3328766769036181,0.0,8,65536
3.30.565.10,deepdta,composite,cath_lso_test,Weak+,7882,7082,0.8985029180411063,0.6439091181869528,0.6439091181869527,0.9319567131312212,0.11437950088130919,0.09841464442822231,0.4454949281061538,0.0,8,65536
3.30.565.10,deepdta,composite,cath_lso_test,High,7882,3889,0.4934026896726719,0.5224653235731314,0.5224653235731314,0.507106939139796,0.3624199516309301,0.3035562687958229,1.1922278112543525,0.0,8,65536
3.30.565.10,deepdta,random,validation,Weak+,21557,19892,0.9227629076402096,0.97807487761238,0.9780748776123801,0.9979351433186558,0.02539120868679122,0.006253311632713731,0.08896150271013865,0.0,8,65536
3.30.565.10,deepdta,random,validation,High,21557,11897,0.5518856983810363,0.9659290553092792,0.9659290553092792,0.9724909885852885,0.07330916691067084,0.026508828700678284,0.24134804818726904,0.0,8,65536
3.30.565.10,deepdta,random,cath_lso_test,Weak+,7882,7082,0.8985029180411063,0.5824478431234115,0.5824478431234115,0.9080358658397619,0.13495036419714962,0.12658597455002915,0.5097297915149408,0.0,8,65536
3.30.565.10,deepdta,random,cath_lso_test,High,7882,3889,0.4934026896726719,0.5458303316481394,0.5458303316481394,0.5252715992508723,0.3612881082571716,0.3108488598858879,1.2436943781142165,0.0,8,65536
3.30.565.10,transformerdta,composite,validation,Weak+,21557,19348,0.8975274852716055,0.9647183445137185,0.9647273993201455,0.9951097838847633,0.03746585808077581,0.01631291142471429,0.1411349986353747,9.277728811986825e-05,4,4096
3.30.565.10,transformerdta,composite,validation,High,21557,10764,0.499327364661131,0.9699299902702672,0.9699299902702672,0.9709481230992812,0.06923255269705729,0.02847120650903505,0.24160753246025402,9.277728811986825e-05,4,4096
3.30.565.10,transformerdta,composite,cath_lso_test,Weak+,7882,7082,0.8985029180411063,0.590297850183564,0.590297850183564,0.9224262991318198,0.10468195212785986,0.0971503716951864,0.49290082020639425,0.0,4,4096
3.30.565.10,transformerdta,composite,cath_lso_test,High,7882,3889,0.4934026896726719,0.5785287534234022,0.5785287534234022,0.5473864357894549,0.3359595502404393,0.27550605450988,1.1138897527972742,0.0,4,4096
3.30.565.10,transformerdta,random,validation,Weak+,21557,19892,0.9227629076402096,0.9912848903598953,0.9912821729833594,0.9991849271581879,0.014233140243673711,0.006900058246163598,0.05853475756946155,0.008071624066428537,8,8192
3.30.565.10,transformerdta,random,validation,High,21557,11897,0.5518856983810363,0.9905118615598238,0.990511861559824,0.9922583418323255,0.03639057968320478,0.01490658309230809,0.13431658644701014,0.008071624066428537,8,8192
3.30.565.10,transformerdta,random,cath_lso_test,Weak+,7882,7082,0.8985029180411063,0.5297675444789607,0.5297666619598984,0.9065247789711668,0.1221423947716988,0.12086577823197292,0.7966642961774468,0.0,8,8192
3.30.565.10,transformerdta,random,cath_lso_test,High,7882,3889,0.4934026896726719,0.5658984928433193,0.5658984928433193,0.5363907098876293,0.3839510187319531,0.3482846515966527,1.7173650443840327,0.0,8,8192
3.40.190.10,deepdta,composite,validation,Weak+,21811,19575,0.8974829214616478,0.9437305373351885,0.943730765803741,0.9922669282061009,0.047941762185945154,0.024306845406935278,0.17833452967713925,0.0,8,65536
3.40.190.10,deepdta,composite,validation,High,21811,10984,0.5035991013708679,0.922961989398116,0.922961989398116,0.9213708585510086,0.11226409425308648,0.040659823808493416,0.37322126055288785,0.0,8,65536
3.40.190.10,deepdta,composite,cath_lso_test,Weak+,2657,1804,0.6789612344749718,0.5088568324135763,0.5088568324135763,0.7069900716240781,0.36197483659189494,0.33433345815893806,1.1873624854786395,0.0,8,65536
3.40.190.10,deepdta,composite,cath_lso_test,High,2657,482,0.18140760255927738,0.5919745314064959,0.5919745314064959,0.33407596054623273,0.16682373176258367,0.1493062296763197,0.7412687900858368,0.0,8,65536
3.40.190.10,deepdta,random,validation,Weak+,21811,20188,0.9255880060519921,0.9811047869069563,0.9811092123441988,0.9982677500654179,0.019888949005518283,0.00894651199486371,0.0820511667482014,0.0,8,65536
3.40.190.10,deepdta,random,validation,High,21811,12155,0.5572876071706937,0.9756767137536181,0.9756767137536181,0.9803010588057142,0.058937027160450725,0.01915202815494515,0.2066568117811519,0.0,8,65536
3.40.190.10,deepdta,random,cath_lso_test,Weak+,2657,1804,0.6789612344749718,0.48375532553684275,0.48375532553684275,0.6873230356360641,0.4313880238239329,0.41529284446358466,1.8347013854024097,0.0,8,65536
3.40.190.10,deepdta,random,cath_lso_test,High,2657,482,0.18140760255927738,0.646307530881862,0.646307530881862,0.33166075952426854,0.1692628362910842,0.14936344072215202,0.936749879624771,0.0,8,65536
3.40.190.10,transformerdta,composite,validation,Weak+,21811,19575,0.8974829214616478,0.9696822916309684,0.9696862441369258,0.9960290935194038,0.035766819059436905,0.022224498858921256,0.14594416270592295,0.0011003622025583422,4,4096
3.40.190.10,transformerdta,composite,validation,High,21811,10984,0.5035991013708679,0.9719892914930176,0.9719892914930176,0.9737102934482885,0.06699223857784098,0.031735248715056334,0.23768717461778743,0.0011003622025583422,4,4096
3.40.190.10,transformerdta,composite,cath_lso_test,Weak+,2657,1804,0.6789612344749718,0.4980075538792263,0.4980075538792263,0.6907891481081797,0.3115350528591893,0.2720313654275503,1.1041251147084,0.0,4,4096
3.40.190.10,transformerdta,composite,cath_lso_test,High,2657,482,0.18140760255927738,0.5754953021414604,0.5754953021414604,0.23872583918787535,0.1883917454035773,0.14521463578288193,0.6455736581285074,0.0,4,4096
3.40.190.10,transformerdta,random,validation,Weak+,21811,20188,0.9255880060519921,0.9916132165408561,0.9916306893878992,0.9992042980976761,0.014323235858761342,0.008376320323282808,0.0593599026275557,0.005960295263857687,8,8192
3.40.190.10,transformerdta,random,validation,High,21811,12155,0.5572876071706937,0.9920847963869066,0.9920845706026514,0.9936579820093128,0.032325383871215904,0.015283751549659393,0.12588647554815938,0.005960295263857687,8,8192
3.40.190.10,transformerdta,random,cath_lso_test,Weak+,2657,1804,0.6789612344749718,0.5425003184274623,0.5425003184274623,0.7292406065692865,0.29758664729941764,0.25375738056076624,1.021136580941068,0.0003763643206624012,8,8192
3.40.190.10,transformerdta,random,cath_lso_test,High,2657,482,0.18140760255927738,0.5364215195306911,0.5364215195306911,0.22832144948052607,0.18897012736067895,0.15875688227606408,0.723602412745695,0.0003763643206624012,8,8192
